Symbol,Sector
PFIE,Energy
PFIN,Industrials
PFIS,Finance
PFL,Finance
PFLT,Finance
PFMT,Health Care
PFN,Finance
PFO,Finance
PFS,Finance
PFSI,Finance
PFSW,Consumer Discretionary
PFTA,
PFTAU,
PFTAW,
PFX,Finance
PFXNL,Finance
PFXNZ,
PG,Consumer Discretionary
PGC,Finance
PGEN,Health Care
PGNY,Health Care
PGP,Finance
PGR,Finance
PGRE,Real Estate
PGRU,
PGRW,Industrials
PGRWU,Industrials
PGSS,
PGTI,Industrials
PGY,
PGYWW,Finance
PGZ,Finance
PH,Industrials
PHAR,Health Care
PHAS,Health Care
PHAT,Health Care
PHCF,Finance
PHD,Finance
PHG,Health Care
PHGE,Health Care
PHI,Telecommunications
PHIC,Finance
PHIO,Health Care
PHK,Finance
PHM,Consumer Discretionary
PHR,Health Care
PHT,Finance
PHUN,Technology
PHUNW,Technology
PHVS,Health Care
PHX,Energy
PHYT,
PI,Utilities
PIAI,Finance
PII,Consumer Discretionary
PIII,
PIIIW,
PIK,Consumer Discretionary
PIM,Finance
PINC,Health Care
PINE,Real Estate
PING,Technology
PINS,Technology
PIPP,Industrials
PIPR,Finance
PIRS,Health Care
PIXY,Consumer Discretionary
PJT,Finance
PK,Real Estate
PKBK,Finance
PKE,
PKG,Basic Materials
PKI,Health Care
PKOH,Industrials
PKX,Industrials
PL,Industrials
PLAB,Technology
PLAG,
PLAO,
PLAOU,
PLAOW,
PLAY,Consumer Discretionary
PLBC,Finance
PLBY,Consumer Discretionary
PLCE,Consumer Discretionary
PLD,Real Estate
PLG,
PLL,Basic Materials
PLM,
PLMI,Finance
PLMIW,Finance
PLMR,Finance
PLNT,Consumer Discretionary
PLOW,Industrials
PLPC,Industrials
PLRX,Consumer Discretionary
PLSE,Health Care
PLTK,Technology
PLTR,Technology
PLUG,Consumer Discretionary
PLUS,Technology
PLX,Health Care
PLXP,Health Care
PLXS,Technology
PLYA,Consumer Discretionary
PLYM,Real Estate
PLYM^A,
PM,Consumer Discretionary
PMCB,Health Care
PMD,Health Care
PME,
PMF,Finance
PMGM,Industrials
PMGMU,Industrials
PMGMW,Industrials
PML,Finance
PMM,Finance
PMN,
PMO,Finance
PMT,Real Estate
PMT^A,
PMT^B,
PMT^C,
PMTS,Finance
PMVC,Industrials
PMVP,Consumer Discretionary
PMX,Finance
PNAC,Industrials
PNACU,Industrials
PNACW,Industrials
PNBK,Finance
PNC,Finance
PNC^P,
PNF,Finance
PNFP,Finance
PNFPP,Finance
PNI,Finance
PNM,Utilities
PNNT,Finance
PNR,Industrials
PNRG,Energy
PNT,Consumer Discretionary
PNTG,Health Care
PNTM,Finance
PNW,Utilities
POAI,Health Care
PODD,Health Care
POET,Technology
POLA,Industrials
POLY,Utilities
POND,
PONO,Industrials
POOL,Industrials
POR,Utilities
PORT,Industrials
POSH,Consumer Discretionary
POST,Consumer Discretionary
POW,Finance
POWI,Technology
POWL,Energy
POWRU,Finance
POWRW,Finance
POWW,Industrials
POWWP,Industrials
PPBI,Finance
PPBT,Health Care
PPC,Consumer Staples
PPG,Consumer Discretionary
PPHP,Industrials
PPHPR,
PPHPW,Industrials
PPIH,
PPL,Utilities
PPSI,Industrials
PPT,Finance
PPTA,
PPYA,Industrials
PPYAU,Industrials
PRA,Finance
PRAA,Finance
PRAX,Health Care
PRBM,Industrials
PRCH,Technology
PRCT,Health Care
PRDO,Consumer Discretionary
PRDS,Consumer Discretionary
PRE,
PRE^J,
PRFT,Technology
PRFX,Health Care
PRG,Consumer Discretionary
PRGO,Health Care
PRGS,Technology
PRI,Finance
PRIF^D,
PRIF^F,
PRIF^G,
PRIF^H,
PRIF^I,
PRIF^J,
PRIF^K,
PRIF^L,
PRIM,Industrials
PRK,Finance
PRLB,Industrials
PRLD,Consumer Discretionary
PRLH,
PRLHU,
PRLHW,
PRM,
PRMW,Consumer Staples
PRO,Technology
PROC,
PROCW,
PROF,
PROK,
PROV,Finance
PRPB,Finance
PRPC,Finance
PRPH,Health Care
PRPL,Consumer Discretionary
PRPO,Industrials
PRQR,Health Care
PRS,Finance
PRSO,Technology
PRSR,Finance
PRSRU,Finance
PRSRW,Finance
PRT,Energy
PRTA,Health Care
PRTC,Finance
PRTG,Health Care
PRTH,Technology
PRTK,Health Care
PRTS,Consumer Discretionary
PRTY,Miscellaneous
PRU,Finance
PRVA,Technology
PRVB,Health Care
PSA,Real Estate
PSA^F,
PSA^G,
PSA^H,
PSA^I,
PSA^J,
PSA^K,
PSA^L,
PSA^M,
PSA^N,
PSA^O,
PSA^P,
PSA^Q,
PSA^R,
PSA^S,
PSAG,Industrials
PSAGU,Industrials
PSAGW,Industrials
PSB,Real Estate
PSB^X,
PSB^Y,
PSB^Z,
PSEC,Finance
PSEC^A,
PSF,Finance
PSFE,Consumer Discretionary
PSHG,Consumer Discretionary
PSMT,Consumer Discretionary
PSN,Industrials
PSNL,Health Care
PSNY,
PSNYW,Industrials
PSO,Consumer Discretionary
PSPC,Industrials
PSTG,Technology
PSTH,Industrials
PSTI,Health Care
PSTL,Real Estate
PSTV,Health Care
PSTX,Consumer Discretionary
PSX,Energy
PT,Technology
PTA,Finance
PTC,Technology
PTCT,Health Care
PTE,Consumer Discretionary
PTEN,Energy
PTGX,Health Care
PTIC,Industrials
PTICU,Industrials
PTICW,Industrials
PTIX,Health Care
PTLO,Consumer Discretionary
PTMN,Finance
PTN,Health Care
PTNR,Telecommunications
PTOCW,Industrials
PTON,Consumer Discretionary
PTPI,Health Care
PTR,Energy
PTRA,Consumer Discretionary
PTRS,Finance
PTSI,Industrials
PTVE,Consumer Discretionary
PTY,Finance
PUBM,Technology
PUCK,Industrials
PUCKU,Industrials
PUCKW,Industrials
PUK,Finance
PULM,Health Care
PUMP,Energy
PUYI,Finance
PV,Finance
PVBC,Finance
PVH,Consumer Discretionary
PVL,Energy
PW,Real Estate
PW^A,
PWFL,Telecommunications
PWOD,Finance
PWP,Finance
PWPPW,Finance
PWR,Industrials
PWSC,Technology
PWUP,
PWUPU,
PWUPW,
PX,Finance
PXD,Energy
PXLW,Technology
PXS,Consumer Discretionary
PXSAP,Consumer Discretionary
PYCR,Technology
PYN,Finance
PYPD,Health Care
PYPL,Consumer Discretionary
PYR,
PYS,Finance
PYT,
PYXS,Health Care
PZC,Finance
PZG,Basic Materials
PZN,Finance
PZZA,Consumer Discretionary
QCOM,Technology
QCRH,Finance
QD,Technology
QDEL,Health Care
QFIN,Finance
QFTA,Industrials
QGEN,Health Care
QH,Consumer Discretionary
QIPT,
QK,Finance
QLGN,Health Care
QLI,Health Care
QLYS,Technology
QMCO,Technology
QNGY,Industrials
QNRX,Health Care
QNST,Consumer Discretionary
QQQX,Finance
QRHC,Consumer Discretionary
QRTEA,Consumer Discretionary
QRTEB,Consumer Discretionary
QRTEP,Consumer Discretionary
QRVO,Industrials
QS,Consumer Discretionary
QSI,Health Care
QSIAW,Health Care
QSR,
QTEK,Consumer Discretionary
QTEKW,Consumer Discretionary
QTNT,Health Care
QTRX,Health Care
QTT,Technology
QTWO,Technology
QUAD,Consumer Discretionary
QUBT,Technology
QUIK,Technology
QUMU,Technology
QUOT,Consumer Discretionary
QURE,Health Care
QVCC,
QVCD,
R,Consumer Discretionary
RA,Finance
RAAS,Technology
RACB,Industrials
RACE,Consumer Discretionary
RACY,Industrials
RACYW,Industrials
RAD,Consumer Staples
RADA,Technology
RADI,Consumer Discretionary
RAIL,Industrials
RAIN,Health Care
RAM,Finance
RAMMU,Finance
RAMMW,Finance
RAMP,Technology
RAND,Finance
RANI,Consumer Discretionary
RAPT,Health Care
RARE,Health Care
RAVE,Consumer Discretionary
RBA,
RBAC,Finance
RBB,Finance
RBBN,Technology
RBCAA,Finance
RBCN,Technology
RBKB,Finance
RBLX,Technology
RBOT,Health Care
RC,Real Estate
RC^C,
RC^E,
RCA,Real Estate
RCAC,Industrials
RCACU,Industrials
RCACW,Industrials
RCAT,Industrials
RCB,
RCC,Finance
RCEL,Health Care
RCFA,
RCG,Finance
RCHG,Industrials
RCHGU,Industrials
RCI,
RCII,Consumer Discretionary
RCKT,Health Care
RCKY,Consumer Discretionary
RCL,Consumer Discretionary
RCLFU,Industrials
RCM,Consumer Discretionary
RCMT,Industrials
RCON,Energy
RCOR,Health Care
RCRT,Technology
RCRTW,Technology
RCS,Finance
RCUS,Health Care
RDBX,Consumer Discretionary
RDBXW,Consumer Discretionary
RDCM,Technology
RDFN,Finance
RDHL,Health Care
RDI,Consumer Discretionary
RDIB,Consumer Discretionary
RDN,Finance
RDNT,Health Care
RDUS,Health Care
RDVT,Technology
RDW,Industrials
RDWR,Consumer Discretionary
RDY,Health Care
RE,Finance
REAL,Consumer Discretionary
REAX,
REE,
REEAW,
REED,Consumer Staples
REFI,Real Estate
REFR,Technology
REG,Real Estate
REGN,Health Care
REI,Energy
REKR,Technology
RELI,Finance
RELIW,Finance
RELL,Technology
RELX,Consumer Discretionary
RELY,Technology
RENE,
RENEU,
RENN,Technology
RENT,Consumer Discretionary
REPL,Health Care
REPX,Energy
RERE,
RES,Energy
RETA,Health Care
RETO,Consumer Discretionary
REV,Consumer Discretionary
REVB,Health Care
REVBU,Health Care
REVBW,Health Care
REVE,Industrials
REVEW,Industrials
REVG,Industrials
REVH,Industrials
REVHU,Industrials
REVHW,Industrials
REX,Industrials
REXR,Real Estate
REXR^B,
REXR^C,
REYN,Industrials
REZI,Technology
RF,Finance
RF^B,
RF^C,
RF^E,
RFAC,Industrials
RFI,Finance
RFIL,Technology
RFL,Health Care
RFM,Finance
RFMZ,Finance
RFP,Basic Materials
RGA,Finance
RGC,
RGCO,Utilities
RGEN,Health Care
RGF,Consumer Discretionary
RGLD,Industrials
RGLS,Health Care
RGNX,Health Care
RGP,Consumer Discretionary
RGR,
RGS,
RGT,Finance
RGTI,Technology
RGTIW,Technology
RH,Consumer Discretionary
RHE,Health Care
RHE^A,
RHI,Consumer Discretionary
RHP,Real Estate
RIBT,Consumer Staples
RICK,Consumer Discretionary
RIDE,Consumer Discretionary
RIG,Energy
RIGL,Health Care
RILY,Finance
RILYG,Consumer Discretionary
RILYK,Consumer Discretionary
RILYL,Finance
RILYM,Consumer Discretionary
RILYN,Consumer Discretionary
RILYO,Consumer Discretionary
RILYP,Finance
RILYT,Consumer Discretionary
RILYZ,Consumer Discretionary
RIO,Basic Materials
RIOT,Technology
RIV,Finance
RIV^A,
RIVN,Consumer Discretionary
RJAC,Industrials
RJF,Finance
RJF^A,
RJF^B,
RKDA,Industrials
RKLB,Industrials
RKLY,
RKT,Finance
RKTA,
RL,Consumer Discretionary
RLAY,Health Care
RLGT,Consumer Discretionary
RLI,Finance
RLJ,Real Estate
RLJ^A,
RLMD,Health Care
RLTY,Finance
RLX,Consumer Discretionary
RLYB,Health Care
RM,Finance
RMAX,Finance
RMBI,
RMBL,Consumer Discretionary
RMBS,Technology
RMCF,Consumer Staples
RMD,Health Care
RMED,Health Care
RMGC,Finance
RMGCU,Finance
RMGCW,Finance
RMI,Finance
RMM,Finance
RMMZ,Finance
RMNI,Technology
RMO,Consumer Discretionary
RMPL^,
RMR,Finance
RMT,Finance
RMTI,Health Care
RNA,Health Care
RNAZ,Health Care
RNDB,Finance
RNER,Industrials
RNERW,Industrials
RNG,Technology
RNGR,Energy
RNLX,Health Care
RNP,Finance
RNR,Finance
RNR^F,
RNR^G,
RNST,Finance
RNW,
RNWK,Technology
RNWWW,
RNXT,Health Care
ROAD,Industrials
ROC,Industrials
ROCAR,Industrials
ROCAU,Industrials
ROCC,Energy
ROCG,Industrials
ROCK,
ROCL,Industrials
ROCLU,Industrials
ROCLW,Industrials
ROG,Technology
ROIC,Real Estate
ROIV,
ROIVW,
ROK,Industrials
ROKU,Telecommunications
ROL,Consumer Discretionary
ROLL,Industrials
ROLLP,Industrials
RONI,
ROOT,Finance
ROP,Industrials
ROSE,
ROSEU,
ROSEW,
ROSS,
ROST,Consumer Discretionary
ROVR,Consumer Discretionary
RPAY,Technology
RPD,Technology
RPHM,Health Care
RPID,Health Care
RPM,Consumer Discretionary
RPRX,Health Care
RPT,Real Estate
RPT^D,
RPTX,
RQI,Finance
RRAC,
RRBI,Finance
RRC,Energy
RRGB,Consumer Discretionary
RRR,Consumer Discretionary
RRX,Consumer Discretionary
RS,Industrials
RSF,Finance
RSG,Utilities
RSI,Consumer Discretionary
RSKD,
RSLS,Health Care
RSSS,Technology
RSVR,Consumer Discretionary
RSVRW,Consumer Discretionary
RTL,Real Estate
RTLPO,Real Estate
RTLPP,Real Estate
RTLR,Energy
RTX,Industrials
RUBY,Health Care
RUN,Industrials
RUSHA,Consumer Discretionary
RUSHB,Consumer Discretionary
RUTH,Consumer Discretionary
RVAC,Industrials
RVACU,Industrials
RVACW,Industrials
RVLP,Health Care
RVLV,Consumer Discretionary
RVMD,Consumer Discretionary
RVNC,Health Care
RVP,Health Care
RVPH,Health Care
RVPHW,Health Care
RVSB,Finance
RVSN,
RVT,Finance
RWAY,
RWLK,Health Care
RWOD,Industrials
RWODU,Industrials
RWODW,Industrials
RWT,Real Estate
RXDX,Health Care
RXRA,Industrials
RXRAU,Industrials
RXRAW,Industrials
RXRX,Health Care
RXST,Health Care
RXT,Technology
RY,
RY^T,
RYAAY,Consumer Discretionary
RYAM,Industrials
RYAN,
RYI,Industrials
RYN,Real Estate
RYTM,Health Care
RZA,Finance
RZB,Finance
RZLT,Health Care
S,Technology
SA,
SABR,Consumer Discretionary
SABRP,Consumer Discretionary
SABS,Health Care
SABSW,Health Care
SACC,Real Estate
SACH,Real Estate
SACH^A,
SAFE,Real Estate
SAFM,
SAFT,Finance
SAGA,Industrials
SAGE,Health Care
SAH,Consumer Discretionary
SAI,Finance
SAIA,Industrials
SAIC,Technology
SAIL,Technology
SAITW,Finance
SAL,Finance
SALM,Consumer Discretionary
SAM,Consumer Staples
SAMA,Industrials
SAMAW,Industrials
SAMG,Finance
SAN,Finance
SANA,Consumer Discretionary
SANBU,Industrials
SANBW,Industrials
SAND          ,
SANG,
SANM,Technology
SANW,Consumer Staples
SAP,Technology
SAR,Finance
SASI,Technology
SASR,Finance
SAT,Finance
SATL,
SATLW,
SATS,Technology
SAVA,Health Care
SAVE,Consumer Discretionary
SB,Consumer Discretionary
SB^C,
SB^D,
SBAC,Real Estate
SBBA,Consumer Discretionary
SBCF,Finance
SBET,Utilities
SBEV,Consumer Staples
SBFG,Finance
SBFM,Health Care
SBFMW,Health Care
SBGI,Consumer Discretionary
SBH,Miscellaneous
SBI,Finance
SBIG,Technology
SBIGW,Technology
SBII,Industrials
SBLK,Consumer Discretionary
SBNY,Finance
SBNYP,Finance
SBOW,Energy
SBR,Energy
SBRA,Real Estate
SBS,Utilities
SBSI,Finance
SBSW,Basic Materials
SBT,Finance
SBTX,Consumer Discretionary
SBUX,Consumer Discretionary
SCAQ,Industrials
SCAQU,Industrials
SCAQW,Industrials
SCCB,Real Estate
SCCC,Real Estate
SCCD,Real Estate
SCCE,Real Estate
SCCF,Real Estate
SCCO,Basic Materials
SCD,Finance
SCE^G,
SCE^H,
SCE^J,
SCE^K,
SCE^L,
SCHL,Consumer Discretionary
SCHN,Industrials
SCHW,Finance
SCHW^D,
SCHW^J,
SCI,Consumer Discretionary
SCKT,Technology
SCL,Consumer Discretionary
SCLE,Industrials
SCLEU,Industrials
SCLEW,Industrials
SCM,Finance
SCMA,Miscellaneous
SCOA,Finance
SCOAU,Finance
SCOAW,Finance
SCOB,Finance
SCOBU,Finance
SCOBW,Finance
SCOR,Consumer Discretionary
SCPH,Health Care
SCPL,Technology
SCPS,Health Care
SCRM,
SCRMU,
SCRMW,
SCS,Consumer Discretionary
SCSC,Technology
SCTL,Health Care
SCU,Finance
SCUA,
SCVL,Consumer Discretionary
SCWO,Utilities
SCWX,Technology
SCX,Consumer Discretionary
SCYX,Health Care
SD,Energy
SDAC,Industrials
SDACU,Industrials
SDACW,Industrials
SDC,Health Care
SDGR,Technology
SDH,Consumer Discretionary
SDHY,Finance
SDIG,Finance
SDPI,Industrials
SE,Technology
SEAC,Technology
SEAL^A,
SEAL^B,
SEAS,Consumer Discretionary
SEAT,Industrials
SEATW,Industrials
SEB,Industrials
SECO,Miscellaneous
SEDA,
SEDG,Technology
SEE,Industrials
SEED,Consumer Staples
SEEL,Health Care
SEER,Consumer Discretionary
SEIC,Finance
SELB,Health Care
SELF,Real Estate
SEM,Health Care
SEMR,Technology
SENEA,Consumer Staples
SENEB,Consumer Staples
SENS,Health Care
SERA,Health Care
SES,Consumer Discretionary
SESN,Health Care
SEV,Energy
SEVN,Real Estate
SF,Finance
SF^B,
SF^C,
SF^D,
SFB,Finance
SFBC,Finance
SFBS,Finance
SFE,Finance
SFET,Technology
SFIX,Consumer Discretionary
SFL,Consumer Discretionary
SFM,Consumer Discretionary
SFNC,Finance
SFST,Finance
SFT,Consumer Discretionary
SG,Consumer Discretionary
SGA,Consumer Discretionary
SGBX,Industrials
SGC,
SGEN,Health Care
SGFY,Technology
SGH,Technology
SGHC,Finance
SGHL,Industrials
SGHLU,Industrials
SGHLW,Industrials
SGHT,Health Care
SGII,Industrials
SGIIU,Industrials
SGIIW,Industrials
SGLY,Consumer Discretionary
SGMA,Technology
SGML,Industrials
SGMO,Health Care
SGRP,Consumer Discretionary
SGRY,Health Care
SGTX,Consumer Discretionary
SGU,Utilities
SHAC,Industrials
SHACW,Industrials
SHAK,Consumer Discretionary
SHAP,
SHBI,Finance
SHC,Health Care
SHCA,Industrials
SHCAU,Industrials
SHCAW,Industrials
SHCR,Technology
SHEL,Energy
SHEN,Telecommunications
SHG,Finance
SHI,Industrials
SHIP,Consumer Discretionary
SHLS,Technology
SHLX,Energy
SHO,Real Estate
SHO^H,
SHO^I,
SHOO,Consumer Discretionary
SHOP,
SHPW,Industrials
SHQA,Industrials
SHQAW,Industrials
SHUA,
SHW,Consumer Discretionary
SHYF,Consumer Discretionary
SI,
SI^A,
SIBN,Health Care
SID,Industrials
SIDU,
SIEB,Finance
SIEN,Health Care
SIER,Industrials
SIERU,Industrials
SIERW,Industrials
SIF,Industrials
SIFY,Consumer Discretionary
SIG,Consumer Discretionary
SIGA,Health Care
SIGI,Finance
SIGIP,Finance
SII,
SILC,Technology
SILK,Health Care
SILV,Industrials
SIM,Industrials
SIMO,Technology
SINT,Health Care
SIOX,Health Care
SIRE,Industrials
SIRI,Consumer Discretionary
SISI,Consumer Discretionary
SITC,Real Estate
SITC^A,
SITE,
SITM,Technology
SIVB,Finance
SIVBP,Finance
SIX,Consumer Discretionary
SJ,Technology
SJI,Utilities
SJIJ,Utilities
SJIV,Utilities
SJM,Consumer Staples
SJR,
SJT,Energy
SJW,Utilities
SKE,
SKGRU,
SKIL,Consumer Discretionary
SKIN,Consumer Discretionary
SKLZ,Technology
SKM,Telecommunications
SKT,Real Estate
SKX,Consumer Discretionary
SKY,Consumer Discretionary
SKYA,Finance
SKYAW,Finance
SKYH,Industrials
SKYT,Technology
SKYW,Consumer Discretionary
SKYX,Consumer Discretionary
SLAB,Technology
SLAC,Industrials
SLAM,Finance
SLAMU,Finance
SLAMW,Finance
SLB,Energy
SLCA,Industrials
SLCR,Finance
SLCRU,Finance
SLCRW,Finance
SLDB,Health Care
SLDP,Energy
SLDPW,Energy
SLF,Consumer Discretionary
SLG,Real Estate
SLG^I,
SLGC,Health Care
SLGCW,Health Care
SLGG,Industrials
SLGL,Health Care
SLGN,Industrials
SLHG,Miscellaneous
SLHGP,Miscellaneous
SLI,
SLM,Finance
SLMBP,Finance
SLN,Health Care
SLNG,Utilities
SLNH,Industrials
SLNHP,Industrials
SLNO,Health Care
SLP,Technology
SLQT,Finance
SLRC,Finance
SLRX,Health Care
SLS,Health Care
SLVM,Consumer Staples
SLVR,
SLVRU,
SLVRW,
SM,Energy
SMAP,Industrials
SMAPU,Industrials
SMAPW,Industrials
SMAR,Technology
SMBC,Finance
SMBK,Finance
SMCI,Technology
SMED,Utilities
SMFG,Finance
SMFL,Consumer Staples
SMFR,Technology
SMFRW,Technology
SMG,Industrials
SMHI,Consumer Discretionary
SMID,Industrials
SMIH,
SMIT,Industrials
SMLP,Energy
SMLR,Health Care
SMM,Finance
SMMF,Finance
SMMT,Consumer Discretionary
SMP,Consumer Discretionary
SMPL,Consumer Staples
SMR,Utilities
SMRT,Technology
SMSI,Technology
SMTC,Technology
SMTI,Health Care
SMTS,
SMWB,
SNA,Consumer Discretionary
SNAP,Technology
SNAX,Consumer Staples
SNBR,Consumer Discretionary
SNCE,Technology
SNCR,Technology
SNCRL,
SNCY,Consumer Discretionary
SND,Industrials
SNDA,Health Care
SNDL,
SNDR,Industrials
SNDX,Health Care
SNES,Industrials
SNEX,Finance
SNFCA,Finance
SNGX,Health Care
SNMP,Energy
SNN,Health Care
SNOA,Health Care
SNOW,Technology
SNP,Energy
SNPO,Consumer Discretionary
SNPS,Technology
SNPX,Consumer Discretionary
SNRH,Industrials
SNRHU,Industrials
SNRHW,Industrials
SNSE,Health Care
SNT,Telecommunications
SNTG,
SNTI,Health Care
SNV,Finance
SNV^D,
SNV^E,
SNX,Consumer Discretionary
SNY,Health Care
SO,Utilities
SOBR,Industrials
SOFI,Finance
SOFO,Technology
SOHO,Real Estate
SOHOB,Real Estate
SOHON,Real Estate
SOHOO,Real Estate
SOHU,Technology
SOI,Industrials
SOJC,Utilities
SOJD,Utilities
SOJE,Utilities
SOL,Technology
SOLN,Utilities
SOLO,Consumer Discretionary
SOLOW,Consumer Discretionary
SON,Industrials
SOND,
SONDW,
SONM,Telecommunications
SONN,Health Care
SONO,Consumer Discretionary
SONX,Health Care
SONY,Consumer Staples
SOPA,Technology
SOPH,
SOR,Finance
SOS,Finance
SOTK,Industrials
SOUN,Technology
SOUNW,Technology
SOVO,Consumer Discretionary
SP,Consumer Discretionary
SPB,
SPCB,Technology
SPCE,Industrials
SPCMU,
SPCMW,
SPE,Finance
SPE^C,
SPFI,Finance
SPG,Real Estate
SPG^J,
SPGI,Finance
SPGS,Industrials
SPH,Utilities
SPI,Technology
SPIR,Finance
SPKAU,Industrials
SPKB,Finance
SPKBU,Finance
SPKBW,Finance
SPLK,Technology
SPLP,Industrials
SPLP^A,
SPNE,Health Care
SPNS,Technology
SPNT,Finance
SPNT^B,
SPOK,Technology
SPOT,Consumer Discretionary
SPPI,Health Care
SPR,Industrials
SPRB,Consumer Discretionary
SPRC,Health Care
SPRO,Health Care
SPSC,Technology
SPT,Technology
SPTK,Industrials
SPTKU,Industrials
SPTKW,Industrials
SPTN,Consumer Discretionary
SPWH,Consumer Discretionary
SPWR,Technology
SPXC,Industrials
SPXX,Finance
SQ,Technology
SQFT,Real Estate
SQFTP,Real Estate
SQFTW,Real Estate
SQL,Health Care
SQLLW,Health Care
SQM,Industrials
SQNS,Technology
SQSP,Technology
SQZ,Consumer Discretionary
SR,Utilities
SR^A,
SRAD,
SRAX,Consumer Discretionary
SRC,Real Estate
SRC^A,
SRCE,Finance
SRCL,Utilities
SRDX,Health Care
SRE,Utilities
SREA,Consumer Discretionary
SREV,Technology
SRG,Real Estate
SRG^A,
SRGA,Health Care
SRI,Consumer Discretionary
SRL,Consumer Discretionary
SRLP,Energy
SRNE,Health Care
SRPT,Health Care
SRRK,Health Care
SRSA,Finance
SRSAU,Finance
SRSAW,Finance
SRT,Technology
SRTS,Health Care
SRV,Finance
SRZN,Consumer Discretionary
SRZNW,Consumer Discretionary
SSAA,Industrials
SSAAU,Industrials
SSAAW,Industrials
SSB,Finance
SSBI,Finance
SSBK,Finance
SSD,Industrials
SSIC,Consumer Discretionary
SSKN,Health Care
SSL,Energy
SSNC,Technology
SSNT,Technology
SSP,Industrials
SSRM,
SSSS,Finance
SSSSL,
SST,Consumer Discretionary
SSTI,Technology
SSTK,Technology
SSU,
SSY,Consumer Staples
SSYS,Technology
ST,Industrials
STAA,Health Care
STAB,Health Care
STAF,Consumer Discretionary
STAG,Real Estate
STAR          ,Real Estate
STAR^D,
STAR^G,
STAR^I,
STBA,Finance
STC,Finance
STCN,Consumer Discretionary
STE,Health Care
STEM,Technology
STEP,Finance
STER,Technology
STET,
STEW,Finance
STG,Consumer Discretionary
STGW,Consumer Discretionary
STIM,Health Care
STK,Finance
STKL,Basic Materials
STKS,Consumer Discretionary
STLA,Consumer Discretionary
STLD,Industrials
STM,Technology
STN,Consumer Discretionary
STNE,Technology
STNG,Consumer Discretionary
STOK,Health Care
STON,
STOR,Real Estate
STR,Energy
STRA,Consumer Discretionary
STRC,Industrials
STRCW,Industrials
STRE,
STRL,Industrials
STRM,Technology
STRN,Consumer Discretionary
STRNW,Consumer Discretionary
STRO,Health Care
STRR,Health Care
STRRP,Health Care
STRS,Real Estate
STRT,Consumer Discretionary
STRY,Consumer Discretionary
STSA,Health Care
STSS,Health Care
STSSW,Finance
STT,Finance
STT^D,
STT^G,
STTK,Health Care
STVN,
STWD,Real Estate
STX,Technology
STXS,Health Care
STZ,Consumer Staples
STZ/B,
SU,
SUAC,Industrials
SUI,Real Estate
SUM,Industrials
SUMO,Technology
SUN,Energy
SUNL,Finance
SUNW,Technology
SUP,Consumer Discretionary
SUPN,Health Care
SUPV,Finance
SURF,Health Care
SURG,Technology
SURGW,Technology
SUZ,Basic Materials
SVC,Real Estate
SVFA,Finance
SVFAU,Finance
SVFAW,Finance
SVFB,Finance
SVFD,
SVM,
SVNA,
SVNAW,
SVRA,Health Care
SVRE,
SVREW,
SVT,Consumer Discretionary
SVVC,Finance
SWAV,Health Care
SWBI,Consumer Discretionary
SWCH,Technology
SWET,Industrials
SWETU,Industrials
SWETW,Industrials
SWI,Technology
SWIM,Industrials
SWIR,Technology
SWK,Consumer Discretionary
SWKH,Finance
SWKS,Technology
SWN,Energy
SWSS,Industrials
SWSSW,Industrials
SWT,Consumer Discretionary
SWTX,Health Care
SWVL,Technology
SWVLW,Technology
SWX,Utilities
SWZ,Finance
SXC,
SXI,Industrials
SXT,Industrials
SXTC,Health Care
SY,Technology
SYBT,Finance
SYBX,Health Care
SYF,Finance
SYF^A,
SYK,Health Care
SYM,Industrials
SYN,Health Care
SYNA,Technology
SYNH,Health Care
SYNL,Industrials
SYPR,Consumer Discretionary
SYRS,Health Care
SYTA,Industrials
SYTAW,Industrials
SYY,Consumer Discretionary
SZC,
SZZL,Industrials
SZZLU,Industrials
T,Consumer Discretionary
T^A,
T^C,
TA,Energy
TAC,Utilities
TACT,Technology
TAIT,Technology
TAK,Health Care
TAL,Consumer Discretionary
TALK,Health Care
TALKW,Health Care
TALO,Energy
TALS,Health Care
TANH,
TANNI,Energy
TANNL,Energy
TANNZ,Energy
TAOP,Technology
TAP,Consumer Staples
TARA,Health Care
TARO,Health Care
TARS,Consumer Discretionary
TASK,Technology
TAST,Consumer Discretionary
TATT,Industrials
TAYD,Industrials
TBB,Consumer Discretionary
TBBK,Finance
TBC,Consumer Discretionary
TBCP,Industrials
TBCPU,Industrials
TBCPW,Industrials
TBI,Consumer Discretionary
TBK,Finance
TBKCP,Finance
TBLA,Finance
TBLAW,Finance
TBLD,Finance
TBLT,Consumer Discretionary
TBLTW,Consumer Discretionary
TBNK,Finance
TBPH,Health Care
TBSA,Finance
TC,Consumer Discretionary
TCBC,Finance
TCBI,Finance
TCBIO,Finance
TCBK,Finance
TCBP,
TCBPW,
TCBS,Finance
TCBX,Finance
TCDA,Health Care
TCFC,Finance
TCI,Finance
TCMD,Health Care
TCN,
TCOM,Consumer Discretionary
TCON,Health Care
TCPC,Finance
TCRR,Health Care
TCRT,Health Care
TCRX,Health Care
TCS,Consumer Discretionary
TCVA,Finance
TCX,Technology
TD,
TDC,Technology
TDCX,
TDF,Finance
TDG,Industrials
TDOC,Health Care
TDS,Telecommunications
TDS^U,
TDS^V,
